"Sample","Patient","Cohort","ReadType","Read1","Read2"
"E2A12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B18_96PlateE2_A12_S234/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B18_96PlateE2_A12_S234/R2_001.fastq.gz"
"E2A2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B13_96PlateE2_A2_S229/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B13_96PlateE2_A2_S229/R2_001.fastq.gz"
"E2A3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A14_96PlateE2_A3_S206/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A14_96PlateE2_A3_S206/R2_001.fastq.gz"
"E2A4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B14_96PlateE2_A4_S230/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B14_96PlateE2_A4_S230/R2_001.fastq.gz"
"E2A5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A15_96PlateE2_A5_S207/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A15_96PlateE2_A5_S207/R2_001.fastq.gz"
"E2A6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B15_96PlateE2_A6_S231/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B15_96PlateE2_A6_S231/R2_001.fastq.gz"
"E2A7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A16_96PlateE2_A7_S208/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A16_96PlateE2_A7_S208/R2_001.fastq.gz"
"E2A8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B16_96PlateE2_A8_S232/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_B16_96PlateE2_A8_S232/R2_001.fastq.gz"
"E2A9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A17_96PlateE2_A9_S209/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_A17_96PlateE2_A9_S209/R2_001.fastq.gz"
"E2B1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C13_96PlateE2_B1_S253/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C13_96PlateE2_B1_S253/R2_001.fastq.gz"
"E2B10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D17_96PlateE2_B10_S281/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D17_96PlateE2_B10_S281/R2_001.fastq.gz"
"E2B11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C18_96PlateE2_B11_S258/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C18_96PlateE2_B11_S258/R2_001.fastq.gz"
"E2B12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D18_96PlateE2_B12_S282/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D18_96PlateE2_B12_S282/R2_001.fastq.gz"
"E2B2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D13_96PlateE2_B2_S277/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D13_96PlateE2_B2_S277/R2_001.fastq.gz"
"E2B3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C14_96PlateE2_B3_S254/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C14_96PlateE2_B3_S254/R2_001.fastq.gz"
"E2B4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D14_96PlateE2_B4_S278/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D14_96PlateE2_B4_S278/R2_001.fastq.gz"
"E2B5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C15_96PlateE2_B5_S255/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C15_96PlateE2_B5_S255/R2_001.fastq.gz"
"E2B6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D15_96PlateE2_B6_S279/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D15_96PlateE2_B6_S279/R2_001.fastq.gz"
"E2B7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C16_96PlateE2_B7_S256/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C16_96PlateE2_B7_S256/R2_001.fastq.gz"
"E2B8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D16_96PlateE2_B8_S280/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_D16_96PlateE2_B8_S280/R2_001.fastq.gz"
"E2B9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C17_96PlateE2_B9_S257/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_C17_96PlateE2_B9_S257/R2_001.fastq.gz"
"E2C1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E13_96PlateE2_C1_S301/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E13_96PlateE2_C1_S301/R2_001.fastq.gz"
"E2C10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F17_96PlateE2_C10_S329/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F17_96PlateE2_C10_S329/R2_001.fastq.gz"
"E2C11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E18_96PlateE2_C11_S306/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E18_96PlateE2_C11_S306/R2_001.fastq.gz"
"E2C12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F18_96PlateE2_C12_S330/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F18_96PlateE2_C12_S330/R2_001.fastq.gz"
"E2C2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F13_96PlateE2_C2_S325/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F13_96PlateE2_C2_S325/R2_001.fastq.gz"
"E2C3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E14_96PlateE2_C3_S302/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E14_96PlateE2_C3_S302/R2_001.fastq.gz"
"E2C4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F14_96PlateE2_C4_S326/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F14_96PlateE2_C4_S326/R2_001.fastq.gz"
"E2C5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E15_96PlateE2_C5_S303/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E15_96PlateE2_C5_S303/R2_001.fastq.gz"
"E2C6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F15_96PlateE2_C6_S327/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F15_96PlateE2_C6_S327/R2_001.fastq.gz"
"E2C7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E16_96PlateE2_C7_S304/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E16_96PlateE2_C7_S304/R2_001.fastq.gz"
"E2C8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F16_96PlateE2_C8_S328/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_F16_96PlateE2_C8_S328/R2_001.fastq.gz"
"E2C9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E17_96PlateE2_C9_S305/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_E17_96PlateE2_C9_S305/R2_001.fastq.gz"
"E2D1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G13_96PlateE2_D1_S349/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G13_96PlateE2_D1_S349/R2_001.fastq.gz"
"E2D10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H17_96PlateE2_D10_S377/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H17_96PlateE2_D10_S377/R2_001.fastq.gz"
"E2D11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G18_96PlateE2_D11_S354/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G18_96PlateE2_D11_S354/R2_001.fastq.gz"
"E2D12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H18_96PlateE2_D12_S378/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H18_96PlateE2_D12_S378/R2_001.fastq.gz"
"E2D2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H13_96PlateE2_D2_S373/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H13_96PlateE2_D2_S373/R2_001.fastq.gz"
"E2D3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G14_96PlateE2_D3_S350/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G14_96PlateE2_D3_S350/R2_001.fastq.gz"
"E2D4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H14_96PlateE2_D4_S374/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H14_96PlateE2_D4_S374/R2_001.fastq.gz"
"E2D5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G15_96PlateE2_D5_S351/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G15_96PlateE2_D5_S351/R2_001.fastq.gz"
"E2D6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H15_96PlateE2_D6_S375/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H15_96PlateE2_D6_S375/R2_001.fastq.gz"
"E2D7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G16_96PlateE2_D7_S352/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G16_96PlateE2_D7_S352/R2_001.fastq.gz"
"E2D8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H16_96PlateE2_D8_S376/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_H16_96PlateE2_D8_S376/R2_001.fastq.gz"
"E2D9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G17_96PlateE2_D9_S353/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_G17_96PlateE2_D9_S353/R2_001.fastq.gz"
"E2E1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I13_96PlateE2_E1_S13/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I13_96PlateE2_E1_S13/R2_001.fastq.gz"
"E2E10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J17_96PlateE2_E10_S41/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J17_96PlateE2_E10_S41/R2_001.fastq.gz"
"E2E11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I18_96PlateE2_E11_S18/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I18_96PlateE2_E11_S18/R2_001.fastq.gz"
"E2E12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J18_96PlateE2_E12_S42/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J18_96PlateE2_E12_S42/R2_001.fastq.gz"
"E2E2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J13_96PlateE2_E2_S37/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J13_96PlateE2_E2_S37/R2_001.fastq.gz"
"E2E3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I14_96PlateE2_E3_S14/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I14_96PlateE2_E3_S14/R2_001.fastq.gz"
"E2E4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J14_96PlateE2_E4_S38/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J14_96PlateE2_E4_S38/R2_001.fastq.gz"
"E2E5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I15_96PlateE2_E5_S15/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I15_96PlateE2_E5_S15/R2_001.fastq.gz"
"E2E6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J15_96PlateE2_E6_S39/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J15_96PlateE2_E6_S39/R2_001.fastq.gz"
"E2E7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I16_96PlateE2_E7_S16/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I16_96PlateE2_E7_S16/R2_001.fastq.gz"
"E2E8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J16_96PlateE2_E8_S40/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_J16_96PlateE2_E8_S40/R2_001.fastq.gz"
"E2E9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I17_96PlateE2_E9_S17/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_I17_96PlateE2_E9_S17/R2_001.fastq.gz"
"E2F1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K13_96PlateE2_F1_S61/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K13_96PlateE2_F1_S61/R2_001.fastq.gz"
"E2F10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L17_96PlateE2_F10_S89/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L17_96PlateE2_F10_S89/R2_001.fastq.gz"
"E2F11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K18_96PlateE2_F11_S66/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K18_96PlateE2_F11_S66/R2_001.fastq.gz"
"E2F12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L18_96PlateE2_F12_S90/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L18_96PlateE2_F12_S90/R2_001.fastq.gz"
"E2F2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L13_96PlateE2_F2_S85/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L13_96PlateE2_F2_S85/R2_001.fastq.gz"
"E2F3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K14_96PlateE2_F3_S62/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K14_96PlateE2_F3_S62/R2_001.fastq.gz"
"E2F4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L14_96PlateE2_F4_S86/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L14_96PlateE2_F4_S86/R2_001.fastq.gz"
"E2F5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K15_96PlateE2_F5_S63/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K15_96PlateE2_F5_S63/R2_001.fastq.gz"
"E2F6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L15_96PlateE2_F6_S87/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L15_96PlateE2_F6_S87/R2_001.fastq.gz"
"E2F7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K16_96PlateE2_F7_S64/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K16_96PlateE2_F7_S64/R2_001.fastq.gz"
"E2F8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L16_96PlateE2_F8_S88/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_L16_96PlateE2_F8_S88/R2_001.fastq.gz"
"E2F9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K17_96PlateE2_F9_S65/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_K17_96PlateE2_F9_S65/R2_001.fastq.gz"
"E2G1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_M13_96PlateE2_G1_S109/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_M13_96PlateE2_G1_S109/R2_001.fastq.gz"
"E2G10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_N17_96PlateE2_G10_S137/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_N17_96PlateE2_G10_S137/R2_001.fastq.gz"
"E2G11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_M18_96PlateE2_G11_S114/R1_001.fastq.gz","/oak/stanford/groups/quake/jonesbob/Nova38PatchSeq/rawdata_with_folders/PatchSeq_Run38_384Plate20_M18_96PlateE2_G11_S114/R2_001.fastq.gz"
